Phrase,Count
analyze complex multivariate problems,1
proven selling to enterprise customers,1
4-8 years of relevant in Engineering and,1
proactive approach to identifying process improvements.,1
thrive in fast-paced environments,1
communication to influence diverse stakeholders,1
cross-functional stakeholder relationship building,1
complex accounting matters research,1
revenue recognition policies,1
PHD Information Systems,1
Computer Science related discipline,1
work effectively with multinational,1
technology in society,1
contribution to inclusive excellence of academic community,1
cultivation,1
professional community,1
contribution of professional leadership,1
development of externally funded research program in technical area,1
engage in undergraduate,1
researchers from across CU,1
faculty,1
benefits of interdisciplinary collaborations with students,1
cybersecurity.,1
digital trust,1
information management systems,1
conducting impactful research,1
public affairs,1
interpretable machine learning,1
causal machine learning,1
human-AI collaboration,1
human-centered AI,1
University,1
service to DSB,1
curriculum development,1
course,1
teaching excellence,1
publishing in premier outlets,1
flux analysis,1
month-end close activities,1
revenue recognition compliance under ASC 606,1
execute solutions independently,1
AI Observability platform development,1
Technical Lead expertise,1
execution of experiments with scientific background,1
contextualization of scientific problems with public policy developments,1
global public policy issues particularly in AI policy,1
discussion of complex topics with general audience,1
translate technical concepts into policy recommendations,1
economics degree,1
equivalent technical,1
Computer science degree,1
adaptability in a fast-paced environment.,1
proven project management,1
technical accounting expertise,1
mid-level administrative with organizational management,1
Mastering the founder’s playbook,1
work well in a team environment,1
Customer Service,1
Technical Support,1
Sales,1
Technical Sales,1
eagerness to learn,1
prioritize & communicate concurrent activities.,1
capacity to efficiently manage,1
diverse group,1
CV observability,1
ML observability,1
LLM observability,1
product vision,1
ASC 606,1
cross-team project management,1
cross-functional project management,1
Generative AI within a program management capacity,1
2 years of program management,1
BS a technical,1
foresight of future regulatory developments.,1
proactive risk mitigation,1
key performance indicators,1
metrics creation,1
program development,1
regulatory environment,1
risk management principles,1
data compliance regulations,1
Compliance standards,1
drive focus in dynamic environments.,1
communication to create clarity,1
integrations with third-party platforms,1
feature iteration,1
engineering collaboration,1
technical requirements,1
strategic opportunities,1
customer pain-points,1
maintain relationships with diverse internal,1
Provide training,1
BI tool performance,1
timeline balancing,1
BDI models,1
advanced agent architectures,1
multi-agent coordination,1
decision-making systems,1
task direction,1
OSS,1
fairness in autonomous systems,1
software engineering in production environment,1
quantitative graduate degree,1
retention,1
AI & ML talent hiring,1
resource allocation,1
Programmatic leadership,1
complex technical projects management,1
simulated environments,1
autonomous agents deployment,1
software development practices,1
edge AI deployment scenarios.,1
VHDL,1
Verilog,1
HDLs,1
hardware description languages,1
graphics processing units,1
NPUs,1
hierarchical reinforcement learning,1
fundraising,1
high-performance computing techniques,1
foundation in Machine Learning,1
BS practices.,1
cutting-edge AI,1
algorithmic innovation,1
Consistently writes production-ready code.,1
think creatively,1
using Jupyter notebooks,1
model evaluation,1
OpenAI APIs,1
able in Generative AI,1
AI language services,1
d in Natural Language Processing,1
engage effectively with customers at all levels from executives to developers,1
subject matter AI,1
fine-grained data access controls,1
vulnerability assessments,1
with AI security BS practices,1
fairness evaluation,1
Responsible AI practices,1
Generative AI models,1
financial management.,1
outreach,1
strategic communications,1
computational social science,1
technical data science,1
neural processing units,1
dataflow,1
Swift,1
cloud teams,1
Proven translate into actionable data content governance strategies,1
Data supply chain access usage permissibility third party data agreements impacts of Generative AI technologies on data governance,1
evolving data estate,1
Mitigating risk,1
Developing compliant governance practices,1
data regulatory landscape,1
navigating evolving AI,1
BS degree from an accredited college,1
presentation creation,1
writing ability,1
exceptional communication,1
ITSM,1
BS engineering,1
IT operations,1
GenAI research,1
ServiceNow Automation,1
UIPath,1
Red Hat Ansible,1
external guidelines.,1
fairness of AI following internal,1
driving projects from ideation to delivery,1
Python for data analysis,1
recommender systems,1
various AI,1
developing implementing adaptable scalable effective data governance practices frameworks,1
6 years of post-graduate,1
AI workloads,1
PaaS,1
performance analysis frameworks,1
simulation tools,1
architectural modeling,1
technical implementations,1
understand objectives l,1
engage non-technical end users,1
pre-trained generative AI platforms,1
intellectual property,1
system management,1
system architecture,1
industry standard,1
IaaS,1
GCP Professional Machine Learning Engineer,1
training techniquesall-in-one solutions,1
Vector databases,1
orchestration frameworks,1
programming tools,1
MLOps processes,1
architect large scale enterprise AI platforms,1
machine learning solution design pipeline development support,1
production deployments of AI solutions,1
to FTI offices as needed,1
travel to clients,1
AWS Certified Machine Learning Engineer,1
Deep domain about AI technologies and,1
Golang AI technology to security domain,1
Data Science Analytics with AI,1
staying abreast of the latest AI research,1
high scale monitoring,1
persuasive communication,1
Performance systems,1
emerging marketing technologies,1
Hybrid work arrangement,1
Experimentation design,1
Content marketing development,1
Customer data analysis,1
Market research,1
Pipeline building,1
AI systems,1
leading an engineering team,1
OTEL,1
managing,1
people leadership,1
at least 4 years of developing,1
at least 6 years of developing,1
novel techniques application in production.,1
Staying abreast of latest AI research,1
articulate complex AI concepts,1
Cross-functional stakeholder influence,1
Team leadership,1
Complex AI systems design,1
private cloud,1
Azure Monitor,1
telemetry frameworks.,1
Providing peer reviews on ML models,1
Infrastructure,1
user feedback,1
design tools,1
strategically for sustained business impact.,1
Empowering stakeholders to leverage AI responsibly,1
Legal nuances of AI,1
Technological nuances of AI,1
Regulatory Compliance,1
Information Science Information Systems,1
Regulatory Policies,1
Graduate Artificial Intelligence,1
application mgmt tools,1
EKS,1
Personal Accountability,1
RDS,1
ALB,1
EBS,1
AWS technologies,1
SDLC from conception to operation in production at scale,1
Infrastructure engineering,1
Systems,1
Clients,1
Service to Customers,1
Adaptation to Change,1
Teamwork,1
Cloud platforms deployment,1
Evaluating candidate machine learning,1
numpy,1
Reasoning strategies,1
Data quality management,1
Leading large language models,1
Non-uniform sampling regimes,1
Text classification,1
Text generation,1
Model evaluation fundamentals,1
DPO,1
RLAIF,1
Preference alignment with RLHF,1
enterprise reasoning,1
Fine-tuning LLMs for tool use,1
Conversational memory management,1
Production-grade code shipping,1
Multilingual agents,1
Multimodal agents,1
Cognitive architecture iteration,1
Conversational agent domains,1
Compound AI system engineering,1
impact.,1
prioritization of performance improvements based on effort,1
algorithmic performance KPIs tracking,1
cloud environment software development,1
GRPC,1
sklearn,1
Unit-tested code development,1
Continuous incremental wins completion,1
Acting as a mentor to ML researchers,1
Data processing methodologies,1
model documentation,1
